PIVlab, ASCII chart output - 25-Oct-2021
FRAME: 300, filenames: MEAN of frames 1:299 & MEAN of frames 1:299, conversion factor xy (px -> m): 0.00020408, conversion factor uv (px/frame -> m/s): 0.010204
x [m],y [m],u [m/s],v [m/s],Vector type [-]
0.002244878191,0.002244878191,0.001624950654,0.005175182942,2
0.002244878191,0.004285676547,0.001991145295,0.004553231283,1
0.002244878191,0.006326474902,0.0002307160402,0.00506868432,1
0.002244878191,0.008367273258,-0.002728085101,0.002378147077,1
0.002244878191,0.01040807161,-0.001781450718,0.002645036396,1
0.002244878191,0.01244886997,-0.001826772765,0.002533062109,1
0.002244878191,0.01448966832,-0.001466746722,0.001551869548,1
0.002244878191,0.01653046668,-0.0009197786805,0.001954255531,1
0.002244878191,0.01857126504,0.000964205642,0.002820994238,1
0.002244878191,0.02061206339,-0.0001605014158,0.003336853315,1
0.002244878191,0.02265286175,-0.0009488734276,0.002554622673,1
0.002244878191,0.0246936601,-0.0006632595313,0.004332139677,1
0.002244878191,0.02673445846,-0.001967598042,0.00362861321,1
0.002244878191,0.02877525681,-0.001694677949,0.002622738077,1
0.002244878191,0.03081605517,-0.0006988084936,0.003567400051,1
0.002244878191,0.03285685352,-0.0002512871474,0.003449101785,1
0.002244878191,0.03489765188,-0.0002579403021,0.005223997454,1
0.002244878191,0.03693845024,0.0002979558142,0.004457551163,1
0.002244878191,0.03897924859,0.002028882037,0.004588271154,1
0.002244878191,0.04102004695,0.002583931729,0.007222737334,1
0.002244878191,0.0430608453,0.002757493716,0.005151663282,1
0.002244878191,0.04510164366,0.002743926954,0.005226663611,1
0.002244878191,0.04714244201,0.001765946603,0.006283727849,1
0.002244878191,0.04918324037,0.001234517009,0.006038118374,1
0.002244878191,0.05122403872,0.001580239925,0.003869423554,1
0.002244878191,0.05326483708,0.002604284505,0.002331980702,1
0.002244878191,0.05530563543,0.002244605028,0.00307695971,1
0.002244878191,0.05734643379,0.0009523207175,0.004019143355,1
0.002244878191,0.05938723215,0.002551008481,0.00378052704,1
0.002244878191,0.0614280305,0.002142268867,0.006110361562,1
0.002244878191,0.06346882886,0.001735652139,0.007059713215,1
0.002244878191,0.06550962721,0.0007302703014,0.006339909678,1
0.002244878191,0.06755042557,0.001382461365,0.006787392183,1
0.002244878191,0.06959122392,0.002529710653,0.006911018492,1
0.002244878191,0.07163202228,0.002232655617,0.005861811475,1
0.002244878191,0.07367282063,0.003090618665,0.005923862997,1
0.002244878191,0.07571361899,0.002716538413,0.006511012725,1
0.002244878191,0.07775441735,0.002582102717,0.006249386098,1
0.002244878191,0.0797952157,0.002327391064,0.00531426435,1
0.002244878191,0.08183601406,0.002679413336,0.002748942572,1
0.002244878191,0.08387681241,0.001180627809,0.003638402706,1
0.002244878191,0.08591761077,0.0008810588796,0.004762421338,1
0.002244878191,0.08795840912,-0.0004565280355,0.004877713148,1
0.002244878191,0.08999920748,0.0009799539546,0.004618374612,1
0.002244878191,0.09204000583,0.0009018241489,0.003899688121,1
0.002244878191,0.09408080419,0.001235419257,0.005019173392,1
0.002244878191,0.09612160255,0.001674290408,0.005193651313,1
0.002244878191,0.0981624009,0.00116430886,0.004112789621,1
0.002244878191,0.1002031993,-0.001319990943,0.003700804746,1
0.002244878191,0.1022439976,-0.002136667026,0.0032391216,1
0.002244878191,0.104284796,-0.0001336561865,0.002132634951,1
0.002244878191,0.1063255943,0.001257029479,0.001926490561,1
0.002244878191,0.1083663927,0.0002625257915,0.0003410111748,1
0.002244878191,0.110407191,0.0006799218397,0.001549257427,1
0.002244878191,0.1124479894,0.002446821608,0.001539931985,1
0.002244878191,0.1144887877,0.002288483658,0.002018888362,1
0.002244878191,0.1165295861,0.002131765705,0.001668422152,1
0.002244878191,0.1185703845,0.002149033871,-0.0003421060026,1
0.002244878191,0.1206111828,0.001493605492,-0.002195697323,1
0.004285676547,0.002244878191,0.00235692038,0.005312390374,1
0.004285676547,0.004285676547,0.001138837725,0.004325440652,1
0.004285676547,0.006326474902,-0.0007519658439,0.003713401255,1
0.004285676547,0.008367273258,-0.0004758460976,0.004370879434,1
0.004285676547,0.01040807161,-0.0001267883691,0.002827260758,1
0.004285676547,0.01244886997,-9.306984383e-05,0.00329513254,1
0.004285676547,0.01448966832,-0.000514842804,0.00241862729,1
0.004285676547,0.01653046668,-0.001653847551,0.002144288816,1
0.004285676547,0.01857126504,-0.0005518597096,0.002370870643,1
0.004285676547,0.02061206339,-0.0005395551208,0.003840802846,1
0.004285676547,0.02265286175,-0.0003480340727,0.004021927836,1
0.004285676547,0.0246936601,-0.000785410039,0.004180432525,1
0.004285676547,0.02673445846,-0.0005954205562,0.004298029292,1
0.004285676547,0.02877525681,-0.0003260685321,0.004387979108,1
0.004285676547,0.03081605517,-0.001663540095,0.003614794807,1
0.004285676547,0.03285685352,-0.001658165253,0.003496578112,1
0.004285676547,0.03489765188,-0.001307191711,0.005437382746,1
0.004285676547,0.03693845024,-0.0005404493619,0.005995898294,1
0.004285676547,0.03897924859,-0.0004284327112,0.006415753891,1
0.004285676547,0.04102004695,-0.0008759407597,0.006055484436,1
0.004285676547,0.0430608453,-0.0007149118908,0.00602886903,1
0.004285676547,0.04510164366,-0.0004039476051,0.006048779816,1
0.004285676547,0.04714244201,-0.0003371047114,0.00665050914,1
0.004285676547,0.04918324037,0.0003853119705,0.007058035143,1
0.004285676547,0.05122403872,-0.0006461644861,0.005425313266,1
0.004285676547,0.05326483708,-0.0001145188836,0.005633410571,1
0.004285676547,0.05530563543,-1.97590987e-05,0.006661978859,1
0.004285676547,0.05734643379,0.00092473917,0.006123222872,1
0.004285676547,0.05938723215,0.001193805673,0.005550300506,1
0.004285676547,0.0614280305,0.0009180117072,0.006768647183,1
0.004285676547,0.06346882886,-0.000556408204,0.007014327948,1
0.004285676547,0.06550962721,-0.0001004617038,0.006647585947,1
0.004285676547,0.06755042557,0.0002803417723,0.006690191019,1
0.004285676547,0.06959122392,0.0008628708061,0.007005513609,1
0.004285676547,0.07163202228,0.001028095234,0.006077206721,1
0.004285676547,0.07367282063,0.001740810545,0.006605570645,1
0.004285676547,0.07571361899,0.001490621965,0.006557203441,1
0.004285676547,0.07775441735,0.0006949458728,0.006777130945,1
0.004285676547,0.0797952157,0.002038330322,0.007603982719,1
0.004285676547,0.08183601406,0.002495991394,0.005643860689,1
0.004285676547,0.08387681241,0.0007704968566,0.005990910188,1
0.004285676547,0.08591761077,0.001677788657,0.007098580585,1
0.004285676547,0.08795840912,0.0007193948317,0.005321998647,1
0.004285676547,0.08999920748,0.001557791886,0.004983221171,1
0.004285676547,0.09204000583,0.001437310545,0.005689971314,1
0.004285676547,0.09408080419,0.001629829095,0.006147688524,1
0.004285676547,0.09612160255,0.0009558553564,0.003930810356,1
0.004285676547,0.0981624009,0.001294004303,0.004304962544,1
0.004285676547,0.1002031993,5.41969793e-05,0.004369117534,1
0.004285676547,0.1022439976,-0.001030934686,0.003395717737,1
0.004285676547,0.104284796,-0.0003857091073,0.003116378868,1
0.004285676547,0.1063255943,-0.001041047206,0.002640132869,1
0.004285676547,0.1083663927,-0.0007018046312,0.001644557319,1
0.004285676547,0.110407191,-0.0003073076738,0.001152316764,1
0.004285676547,0.1124479894,0.002746006471,0.001162523818,1
0.004285676547,0.1144887877,0.002919130818,0.001385564159,1
0.004285676547,0.1165295861,0.00189516126,0.0009443360388,1
0.004285676547,0.1185703845,0.001451898299,0.0004208651599,1
0.004285676547,0.1206111828,0.001396308795,-0.0004194662578,1
0.006326474902,0.002244878191,-0.0005221410413,0.001329785735,1
0.006326474902,0.004285676547,-0.0002284366714,0.002163095282,1
0.006326474902,0.006326474902,-0.0006902852399,0.003675336088,1
0.006326474902,0.008367273258,0.0002984098604,0.004414235112,1
0.006326474902,0.01040807161,-0.001434856711,0.003148653449,1
0.006326474902,0.01244886997,-0.001501868238,0.002557853441,1
0.006326474902,0.01448966832,-0.001063562269,0.002945515508,1
0.006326474902,0.01653046668,-0.00156740092,0.002852103199,1
0.006326474902,0.01857126504,-0.002134125724,0.003365000334,1
0.006326474902,0.02061206339,-0.001214522092,0.003779214585,1
0.006326474902,0.02265286175,-0.001625652719,0.004232364836,1
0.006326474902,0.0246936601,-0.001760598307,0.005442241049,1
0.006326474902,0.02673445846,-0.001512535792,0.004436210215,1
0.006326474902,0.02877525681,-0.001408115712,0.004747392554,1
0.006326474902,0.03081605517,-0.0007858698701,0.004204615043,1
0.006326474902,0.03285685352,-0.0003386047402,0.005302237205,1
0.006326474902,0.03489765188,-0.0008704561333,0.005911020921,1
0.006326474902,0.03693845024,-0.0009188111626,0.007320532493,1
0.006326474902,0.03897924859,-0.001916850343,0.006765761185,1
0.006326474902,0.04102004695,-0.002120401527,0.006582389615,1
0.006326474902,0.0430608453,-0.001883291168,0.006904405986,1
0.006326474902,0.04510164366,-0.001524596261,0.007021632481,1
0.006326474902,0.04714244201,-0.0009673993074,0.007142625048,1
0.006326474902,0.04918324037,9.799761685e-05,0.006294278752,1
0.006326474902,0.05122403872,-0.001179654656,0.006194940685,1
0.006326474902,0.05326483708,-0.0003938503324,0.006217049654,1
0.006326474902,0.05530563543,-0.0002966212881,0.006229624564,1
0.006326474902,0.05734643379,-1.088878263e-05,0.006240648538,1
0.006326474902,0.05938723215,-0.0003049328452,0.007213868208,1
0.006326474902,0.0614280305,-6.482027727e-05,0.00712192827,1
0.006326474902,0.06346882886,-5.7329492e-05,0.006550043116,1
0.006326474902,0.06550962721,0.000289307437,0.00629502111,1
0.006326474902,0.06755042557,3.92502389e-05,0.006611642732,1
0.006326474902,0.06959122392,0.0006818749978,0.006215279114,1
0.006326474902,0.07163202228,0.000284627047,0.005984740866,1
0.006326474902,0.07367282063,0.001116169545,0.006988873816,1
0.006326474902,0.07571361899,0.0005053835012,0.006471334945,1
0.006326474902,0.07775441735,0.001366356401,0.006223578946,1
0.006326474902,0.0797952157,0.002486392041,0.006198226049,1
0.006326474902,0.08183601406,0.002566820983,0.006308741479,1
0.006326474902,0.08387681241,0.001810242564,0.006791678294,1
0.006326474902,0.08591761077,0.002059642217,0.006367657118,1
0.006326474902,0.08795840912,0.001529599732,0.005763823731,1
0.006326474902,0.08999920748,0.002867562353,0.005894295807,1
0.006326474902,0.09204000583,0.002224754798,0.00541913576,1
0.006326474902,0.09408080419,0.001114962552,0.004464280348,1
0.006326474902,0.09612160255,0.001554259991,0.004609066855,1
0.006326474902,0.0981624009,0.001646736573,0.003161656726,1
0.006326474902,0.1002031993,0.001329206835,0.00343945527,1
0.006326474902,0.1022439976,0.0007954141936,0.002241864058,1
0.006326474902,0.104284796,0.001067299872,0.002463520687,1
0.006326474902,0.1063255943,-0.0001141312264,0.002593314938,1
0.006326474902,0.1083663927,0.0002938997818,0.001374463486,1
0.006326474902,0.110407191,-0.0003254082947,0.0007688363654,2
0.006326474902,0.1124479894,0.000965500932,0.001087360156,1
0.006326474902,0.1144887877,0.001027798129,0.0001542779968,1
0.006326474902,0.1165295861,0.0004691940544,-0.001133219755,1
0.006326474902,0.1185703845,0.0001856849479,5.774961892e-05,1
0.006326474902,0.1206111828,0.001605439693,1.421089337e-05,1
0.008367273258,0.002244878191,-0.001783723604,0.0008272814648,1
0.008367273258,0.004285676547,-0.0005475412462,0.00204866249,1
0.008367273258,0.006326474902,3.052556906e-05,0.003391061531,1
0.008367273258,0.008367273258,-0.000354592539,0.003493553705,1
0.008367273258,0.01040807161,-0.001382721203,0.001630544248,1
