PIVlab, ASCII chart output - 16-Oct-2021
FRAME: 300, filenames: MEAN of frames 1:299 & MEAN of frames 1:299, conversion factor xy (px -> m): 0.0002046, conversion factor uv (px/frame -> m/s): 0.01023
x [m],y [m],u [m/s],v [m/s],Vector type [-]
-0.07502765369,-0.05605908673,-0.009366597052,0.01388553396,2
-0.07502765369,-0.05278551192,-0.006069973773,0.01308983924,2
-0.07502765369,-0.04951193711,-0.002140261367,0.008950734082,1
-0.07502765369,-0.0462383623,-0.003092153593,0.00590835708,1
-0.07502765369,-0.04296478749,-0.005429115233,0.007448100087,1
-0.07502765369,-0.03969121268,-0.008838539308,0.009458357781,1
-0.07502765369,-0.03641763787,-0.008244724438,0.01118548414,1
-0.07502765369,-0.03314406306,-0.008446975029,0.01374397107,1
-0.07502765369,-0.02987048825,-0.005007878137,0.01632142656,1
-0.07502765369,-0.02659691344,-0.002032200626,0.01569682271,1
-0.07502765369,-0.02332333863,-2.427203372e-05,0.01350944257,1
-0.07502765369,-0.02004976382,-0.001325715502,0.01674954349,1
-0.07502765369,-0.01677618901,-0.003700384991,0.02257631448,1
-0.07502765369,-0.0135026142,-0.006480885302,0.0238101479,1
-0.07502765369,-0.01022903939,-0.007561167782,0.02467671228,1
-0.07502765369,-0.006955464581,-0.006337811905,0.02573472423,1
-0.07502765369,-0.003681889771,-0.004473021295,0.02835753225,1
-0.07502765369,-0.0004083149614,-0.00325396599,0.02711050687,1
-0.07502765369,0.002865259848,-0.003223787536,0.02556487859,1
-0.07502765369,0.006138834658,-0.001484564518,0.02333731721,1
-0.07502765369,0.009412409467,0.002988595199,0.02303984027,1
-0.07502765369,0.01268598428,0.004996476872,0.02548221086,1
-0.07502765369,0.01595955909,0.005705805303,0.02885074061,1
-0.07502765369,0.0192331339,0.007376207149,0.02909043216,1
-0.07502765369,0.02250670871,0.009369484657,0.02937572017,1
-0.07502765369,0.02578028352,0.008751853762,0.02951555674,1
-0.07502765369,0.02905385833,0.007359656081,0.02803660395,1
-0.07502765369,0.03232743314,0.007261404005,0.02670806224,1
-0.07502765369,0.03560100794,0.006094063519,0.02201634287,1
-0.07502765369,0.03887458275,0.006791213262,0.01646847384,1
-0.07502765369,0.04214815756,0.006416936247,0.01505185638,1
-0.07502765369,0.04542173237,0.005825409747,0.01156723521,1
-0.07502765369,0.04869530718,0.005483353062,0.01214777111,1
-0.07502765369,0.05196888199,0.005992155461,0.01304720454,2
-0.07175407888,-0.05605908673,-0.01330893667,0.01339405945,2
-0.07175407888,-0.05278551192,-0.005125412505,0.01388971233,2
-0.07175407888,-0.04951193711,-0.004722507179,0.009563671089,1
-0.07175407888,-0.0462383623,-0.005218888999,0.006553187674,1
-0.07175407888,-0.04296478749,-0.004700754817,0.008173104767,1
-0.07175407888,-0.03969121268,-0.007001597329,0.01266654942,1
-0.07175407888,-0.03641763787,-0.008116528614,0.01384496746,1
-0.07175407888,-0.03314406306,-0.007531140678,0.01494152951,1
-0.07175407888,-0.02987048825,-0.007000197941,0.01674588222,1
-0.07175407888,-0.02659691344,-0.004709757141,0.01756572374,1
-0.07175407888,-0.02332333863,-0.005407935111,0.01937131346,1
-0.07175407888,-0.02004976382,-0.006995126156,0.02199465876,1
-0.07175407888,-0.01677618901,-0.008549048091,0.02581157949,1
-0.07175407888,-0.0135026142,-0.008843318463,0.02756335626,1
-0.07175407888,-0.01022903939,-0.008243001902,0.02844404914,1
-0.07175407888,-0.006955464581,-0.007886675223,0.03101539106,1
-0.07175407888,-0.003681889771,-0.004931973921,0.03248220916,1
-0.07175407888,-0.0004083149614,-0.003267103367,0.03132365335,1
-0.07175407888,0.002865259848,-0.002949978642,0.03181883909,1
-0.07175407888,0.006138834658,-0.002960764578,0.03019210106,1
-0.07175407888,0.009412409467,-0.001603277577,0.03045938043,1
-0.07175407888,0.01268598428,0.001181469191,0.03121348305,1
-0.07175407888,0.01595955909,0.002403952008,0.03124689085,1
-0.07175407888,0.0192331339,0.004396469257,0.03184867693,1
-0.07175407888,0.02250670871,0.006079271958,0.0301464385,1
-0.07175407888,0.02578028352,0.006098701523,0.03029979287,1
-0.07175407888,0.02905385833,0.006193851716,0.03027559194,1
-0.07175407888,0.03232743314,0.005024527145,0.02581780441,1
-0.07175407888,0.03560100794,0.00581561128,0.02239894602,1
-0.07175407888,0.03887458275,0.005740438262,0.01816025546,1
-0.07175407888,0.04214815756,0.004788990354,0.01707253585,1
-0.07175407888,0.04542173237,0.005794758843,0.01546481239,1
-0.07175407888,0.04869530718,0.006877674513,0.01271847109,1
-0.07175407888,0.05196888199,0.006777347422,0.01209256261,1
-0.06848050407,-0.05605908673,-0.004900559669,0.01397265126,1
