PIVlab, ASCII chart output - 16-Oct-2021
FRAME: 300, filenames: MEAN of frames 1:299 & MEAN of frames 1:299, conversion factor xy (px -> m): 0.00020493, conversion factor uv (px/frame -> m/s): 0.010246
x [m],y [m],u [m/s],v [m/s],Vector type [-]
0.01639411581,0.008197057907,0.0003352457788,0.05176887789,2
0.01639411581,0.01147588107,0.0007227747623,0.05115299011,2
0.01639411581,0.01475470423,-0.01092708808,0.0391689005,2
0.01639411581,0.01803352739,-0.0188277073,0.03082926103,2
0.01639411581,0.02131235056,-0.02376390758,0.02736489664,2
0.01639411581,0.02459117372,-0.02627865423,0.02544794962,1
0.01639411581,0.02786999688,-0.02671056092,0.02733839987,1
0.01639411581,0.03114882004,-0.02685915117,0.03194496262,1
0.01639411581,0.03442764321,-0.02801964573,0.03312389782,1
0.01639411581,0.03770646637,-0.02651500003,0.03475975937,1
0.01639411581,0.04098528953,-0.02564462139,0.034587856,1
0.01639411581,0.0442641127,-0.02148343533,0.03587964671,1
0.01639411581,0.04754293586,-0.01910238318,0.03832711757,1
0.01639411581,0.05082175902,-0.01787972396,0.04052928078,1
0.01639411581,0.05410058218,-0.01613348457,0.04294653402,1
0.01639411581,0.05737940535,-0.01055511818,0.04348886492,1
0.01639411581,0.06065822851,-0.008385531303,0.04463545684,1
0.01639411581,0.06393705167,-0.005561565763,0.04615908108,1
0.01639411581,0.06721587483,-0.00484221151,0.04477881902,1
0.01639411581,0.070494698,-0.002831823572,0.0427777589,1
0.01639411581,0.07377352116,-0.002408807246,0.04153910988,1
0.01639411581,0.07705234432,-0.001219697912,0.04350837153,1
0.01639411581,0.08033116748,0.001271536707,0.04302394566,1
0.01639411581,0.08360999065,0.002279321375,0.04477598866,1
0.01639411581,0.08688881381,0.004226147764,0.0458650451,1
0.01639411581,0.09016763697,0.004877403187,0.04453474507,1
0.01639411581,0.09344646013,0.00702272252,0.04605373621,1
0.01639411581,0.0967252833,0.007831840718,0.04527860728,1
0.01639411581,0.1000041065,0.007300020498,0.04605034301,1
0.01639411581,0.1032829296,0.01025726229,0.04279284209,2
0.01639411581,0.1065617528,0.01389936735,0.04114361358,2
0.01639411581,0.1098405759,0.01489486259,0.03757663186,2
0.01639411581,0.1131193991,0.01708533596,0.03414945902,2
0.01639411581,0.1163982223,0.01501691126,0.03522664964,2
0.01967293898,0.008197057907,-0.0005433804752,0.05156386032,2
0.01967293898,0.01147588107,-0.007372797803,0.04308490124,2
0.01967293898,0.01475470423,-0.01591484466,0.03358831359,2
0.01967293898,0.01803352739,-0.02275134663,0.02785774375,1
0.01967293898,0.02131235056,-0.02456187399,0.02610502407,1
0.01967293898,0.02459117372,-0.0273042174,0.02723978907,1
0.01967293898,0.02786999688,-0.02915816642,0.02916468519,1
0.01967293898,0.03114882004,-0.02944701493,0.03213383823,1
0.01967293898,0.03442764321,-0.02795181805,0.03547489132,1
0.01967293898,0.03770646637,-0.02621011063,0.03586548876,1
0.01967293898,0.04098528953,-0.02528491058,0.03675865752,1
0.01967293898,0.0442641127,-0.02433096843,0.03673962197,1
0.01967293898,0.04754293586,-0.02018474582,0.04037504977,1
0.01967293898,0.05082175902,-0.01807292429,0.04253690448,1
0.01967293898,0.05410058218,-0.01722868273,0.04277988001,1
0.01967293898,0.05737940535,-0.01314861953,0.04365468138,1
0.01967293898,0.06065822851,-0.01017498912,0.04343988852,1
0.01967293898,0.06393705167,-0.00708568362,0.04419965003,1
0.01967293898,0.06721587483,-0.00580269326,0.04478510374,1
0.01967293898,0.070494698,-0.00425784652,0.04524039966,1
0.01967293898,0.07377352116,-0.003575723936,0.04439927876,1
0.01967293898,0.07705234432,-0.0004770656208,0.04467584494,1
0.01967293898,0.08033116748,0.00270229264,0.04653663807,1
0.01967293898,0.08360999065,0.001907740331,0.04657135715,1
0.01967293898,0.08688881381,0.003838880597,0.0471549693,1
0.01967293898,0.09016763697,0.005547913224,0.04562574386,1
0.01967293898,0.09344646013,0.007458560356,0.04574032303,1
0.01967293898,0.0967252833,0.009704340729,0.04577826889,1
0.01967293898,0.1000041065,0.009166774037,0.04573704513,1
0.01967293898,0.1032829296,0.01060638774,0.04151927578,1
0.01967293898,0.1065617528,0.01288230366,0.04030276113,1
0.01967293898,0.1098405759,0.01327105808,0.03777339757,1
0.01967293898,0.1131193991,0.01499995996,0.03509968082,2
0.01967293898,0.1163982223,0.01454898546,0.03565146461,2
0.02295176214,0.008197057907,-0.01079076045,0.04005289454,2
0.02295176214,0.01147588107,-0.01584195486,0.03301410773,2
0.02295176214,0.01475470423,-0.02214747002,0.02753614002,1
0.02295176214,0.01803352739,-0.02667855092,0.02469501272,1
0.02295176214,0.02131235056,-0.0277477097,0.02650728607,1
0.02295176214,0.02459117372,-0.02946221753,0.0277413791,1
0.02295176214,0.02786999688,-0.02994596975,0.03067286529,1
0.02295176214,0.03114882004,-0.03068178759,0.03430630288,1
0.02295176214,0.03442764321,-0.02945080844,0.03654463135,1
0.02295176214,0.03770646637,-0.02738033319,0.03880798951,1
0.02295176214,0.04098528953,-0.02557007408,0.03977057242,1
0.02295176214,0.0442641127,-0.02319611518,0.03983351161,1
0.02295176214,0.04754293586,-0.01898467784,0.04094313082,1
0.02295176214,0.05082175902,-0.01744032937,0.04229929741,1
0.02295176214,0.05410058218,-0.01551023092,0.04182505377,1
0.02295176214,0.05737940535,-0.01334574978,0.04413075253,1
0.02295176214,0.06065822851,-0.01063307961,0.04344978452,1
0.02295176214,0.06393705167,-0.007782445543,0.04471278095,1
0.02295176214,0.06721587483,-0.006140785946,0.04503895645,1
0.02295176214,0.070494698,-0.003739439159,0.04495418888,1
0.02295176214,0.07377352116,-0.0004227009217,0.0457242282,1
0.02295176214,0.07705234432,0.00125022532,0.04600023315,1
0.02295176214,0.08033116748,0.003756837285,0.04870110083,1
0.02295176214,0.08360999065,0.005366311734,0.0478518704,1
0.02295176214,0.08688881381,0.005424142559,0.04669519676,1
0.02295176214,0.09016763697,0.006480410125,0.0448479989,1
0.02295176214,0.09344646013,0.008154010802,0.04690007738,1
0.02295176214,0.0967252833,0.008131769955,0.04600104828,1
0.02295176214,0.1000041065,0.01017919685,0.04426752493,1
0.02295176214,0.1032829296,0.01171804459,0.0427387492,1
0.02295176214,0.1065617528,0.01197410275,0.04091339178,1
0.02295176214,0.1098405759,0.01361593915,0.0381633306,1
0.02295176214,0.1131193991,0.01423563031,0.03574034427,1
0.02295176214,0.1163982223,0.01339134088,0.03453972604,1
0.0262305853,0.008197057907,-0.02349189707,0.02856664368,2
0.0262305853,0.01147588107,-0.02387063405,0.02570045235,1
0.0262305853,0.01475470423,-0.02647810918,0.02393113377,1
0.0262305853,0.01803352739,-0.02768583921,0.02496673601,1
0.0262305853,0.02131235056,-0.03005910956,0.02698867387,1
0.0262305853,0.02459117372,-0.03282778755,0.02796262976,1
0.0262305853,0.02786999688,-0.03171621587,0.03258469361,1
