PIVlab, ASCII chart output - 16-Oct-2021
FRAME: 300, filenames: MEAN of frames 1:299 & MEAN of frames 1:299, conversion factor xy (px -> m): 0.000205, conversion factor uv (px/frame -> m/s): 0.01025
x [m],y [m],u [m/s],v [m/s],Vector type [-]
-0.08730459235,-0.04224141569,-0.003216701062,0.004168286622,1
-0.08730459235,-0.03978143446,-0.003285072812,0.004972799778,1
-0.08730459235,-0.03732145324,-0.002003185654,0.005867859154,1
-0.08730459235,-0.03486147201,-0.002802863135,0.00594055461,1
-0.08730459235,-0.03240149078,-0.004629023822,0.007005050608,1
-0.08730459235,-0.02994150956,-0.004562606773,0.006420363965,1
-0.08730459235,-0.02748152833,-0.003373483017,0.006241283285,1
-0.08730459235,-0.0250215471,-0.004564327888,0.008091787544,1
-0.08730459235,-0.02256156588,-0.003881298416,0.008736243489,1
-0.08730459235,-0.02010158465,-0.00240487822,0.01105227784,1
-0.08730459235,-0.01764160343,-0.003870239127,0.0106484914,1
-0.08730459235,-0.0151816222,-0.004144553936,0.01087293619,1
-0.08730459235,-0.01272164097,-0.0031889391,0.01137153258,1
-0.08730459235,-0.01026165975,-0.003755470487,0.01083701177,1
-0.08730459235,-0.007801678519,-0.002374049264,0.01111763514,1
-0.08730459235,-0.005341697293,0.0005931553239,0.01218120151,1
-0.08730459235,-0.002881716066,0.001175833603,0.01164647447,1
-0.08730459235,-0.0004217348396,-0.0004372148633,0.01179143306,1
-0.08730459235,0.002038246387,-0.0001237953754,0.01080085662,1
-0.08730459235,0.004498227613,0.002218520952,0.01125698585,1
-0.08730459235,0.00695820884,0.001165453086,0.01134351426,1
-0.08730459235,0.009418190066,0.001996129411,0.01192548932,1
-0.08730459235,0.01187817129,0.002350996935,0.01238432758,1
-0.08730459235,0.01433815252,0.0006623167745,0.01231647861,1
-0.08730459235,0.01679813375,0.002232381116,0.01164336765,1
-0.08730459235,0.01925811497,0.003380267081,0.0106619767,1
-0.08730459235,0.0217180962,0.003610342656,0.00914617706,1
-0.08730459235,0.02417807743,0.003264906596,0.008794659599,1
-0.08730459235,0.02663805865,0.003389736581,0.008968735537,1
-0.08730459235,0.02909803988,0.002797441222,0.00898633875,1
-0.08730459235,0.03155802111,0.003788357571,0.008908767123,1
-0.08730459235,0.03401800233,0.004202715925,0.009362571862,2
-0.08730459235,0.03647798356,0.0058262006,0.009668451689,1
